age,gender,ethnicity,hispanic,region,education
19,2,1,1,3,1
22,2,1,1,3,4
39,2,1,1,3,4
20,1,2,5,3,2
20,2,1,1,2,2
38,2,1,1,1,2
44,2,1,1,2,6
76,1,1,1,2,3
58,2,1,1,1,2
72,1,1,1,2,7
39,2,2,1,3,6
28,1,2,1,3,2
69,2,1,1,3,4
24,2,2,1,3,2
61,2,1,1,4,6
32,1,2,1,3,6
40,2,1,1,3,6
39,1,1,1,1,8
37,2,1,1,2,7
40,2,1,1,3,2
26,2,1,1,3,6
72,2,1,1,1,2
65,2,1,1,4,6
43,1,1,1,2,6
40,1,1,1,1,6
43,1,1,1,3,6
33,1,15,2,4,6
80,1,1,1,4,3
59,2,1,1,2,2
20,1,1,1,4,2
35,1,4,1,2,6
19,1,2,1,1,2
43,2,1,1,3,2
61,2,1,1,2,4
63,1,1,1,3,6
67,2,2,1,3,6
34,2,1,1,3,6
27,2,1,1,3,4
18,2,2,15,3,2
67,2,1,1,3,2
72,1,1,1,2,4
27,2,15,1,1,2
52,2,1,1,2,6
57,1,1,1,3,2
20,2,1,1,4,2
70,2,1,1,1,2
42,1,1,1,3,7
58,1,1,1,4,5
32,1,1,1,3,6
34,1,1,1,2,6
66,2,1,1,3,7
48,2,1,1,2,6
39,2,1,1,1,6
63,1,1,1,2,5
65,2,1,1,3,4
52,2,1,1,2,6
24,1,2,1,3,6
34,1,15,1,3,6
57,2,2,1,1,6
53,1,1,1,3,6
38,1,1,1,4,2
31,2,1,1,3,2
18,2,1,1,2,2
73,2,1,1,2,7
71,2,1,1,4,4
84,2,1,1,3,5
49,2,1,1,3,6
35,2,4,1,3,4
58,1,1,1,1,6
52,2,1,1,3,6
71,1,1,1,3,6
28,1,15,2,4,4
30,2,1,1,1,2
21,2,2,1,3,2
73,2,1,1,4,6
20,2,15,2,4,7
37,2,1,1,3,4
68,2,2,1,3,3
38,1,2,1,3,2
36,1,2,1,3,2
54,1,1,1,1,4
48,2,2,1,3,6
60,1,1,1,1,4
55,2,1,1,3,4
38,1,1,1,4,7
76,2,1,1,2,2
27,1,4,1,1,6
72,2,1,1,4,5
62,1,1,1,4,4
25,1,1,1,4,6
49,1,2,1,3,6
21,2,4,1,3,6
39,2,1,1,2,4
54,2,2,1,3,6
32,1,1,1,3,7
62,2,1,1,2,4
61,1,1,1,3,8
20,1,1,1,3,5
30,1,15,3,1,2
38,2,16,1,4,6
19,1,2,1,2,6
50,2,15,2,3,6
18,2,1,1,3,2
56,1,3,14,3,2
30,1,1,1,3,2
55,2,2,1,3,2
48,2,1,14,4,4
71,1,1,1,3,6
44,2,16,1,3,6
37,2,1,1,2,6
40,2,1,1,3,2
48,1,1,2,4,4
26,2,2,1,3,2
20,2,1,1,1,6
57,2,1,1,3,4
23,1,16,1,1,6
50,1,1,1,2,6
22,2,2,1,3,6
18,2,15,2,3,6
60,1,1,1,3,6
73,2,1,1,2,2
33,2,1,1,2,6
40,1,1,1,3,6
40,2,1,1,3,2
23,2,1,1,2,2
61,2,1,1,3,6
72,1,1,1,1,4
43,1,1,1,3,7
31,2,1,1,1,2
63,1,1,1,4,6
23,2,1,1,1,2
67,1,1,1,2,5
50,2,1,1,3,4
28,2,1,1,2,2
50,2,1,1,3,4
41,1,1,1,3,2
24,1,1,1,3,6
35,2,1,2,1,2
44,2,1,1,3,2
24,2,1,2,3,2
23,2,15,2,3,2
19,2,1,1,4,2
26,1,1,2,4,2
21,2,15,2,3,2
39,1,1,1,1,7
49,2,1,1,1,2
51,2,1,1,3,6
32,2,1,1,2,2
47,1,3,14,1,2
21,2,2,1,1,6
20,2,1,1,2,7
71,2,1,1,2,7
25,1,1,1,3,5
29,2,1,1,3,6
71,1,1,1,3,4
44,2,3,1,2,2
37,2,1,1,3,6
41,2,1,1,3,6
37,2,2,1,1,7
33,2,1,1,3,6
68,1,1,1,1,3
24,1,2,2,3,6
71,2,1,1,3,4
42,2,1,1,3,6
29,2,1,1,3,6
29,2,4,1,1,6
24,2,2,1,3,2
42,1,1,1,3,7
30,1,1,1,4,6
18,1,1,1,3,2
34,2,1,1,3,2
19,2,1,1,3,2
38,2,4,1,4,6
49,2,1,1,2,2
37,2,15,1,3,6
34,2,2,1,3,6
36,2,1,1,1,2
57,2,1,1,1,6
31,2,1,1,4,4
61,2,6,1,3,4
35,2,1,1,3,4
21,2,1,1,2,2
30,1,1,1,1,4
55,2,1,1,3,2
32,2,15,2,4,2
40,2,1,1,3,2
27,2,4,1,2,6
27,2,1,1,3,6
37,2,1,1,1,2
34,2,1,1,3,6
18,2,2,1,3,1
45,2,4,1,4,6
28,2,1,1,4,2
37,2,1,1,1,6
22,2,2,1,3,2
27,2,1,1,3,4
21,2,1,1,2,6
27,2,1,1,1,6
30,2,1,1,3,6
26,2,1,1,2,2
46,2,2,1,2,6
58,1,2,1,2,2
35,1,1,1,3,1
36,2,1,1,3,6
32,2,1,1,2,2
49,2,3,1,2,6
35,2,1,1,1,2
35,1,1,1,3,8
41,2,1,1,2,5
23,2,1,1,4,2
38,2,1,1,3,4
53,1,1,1,3,2
27,1,2,1,1,4
25,2,4,1,3,5
38,2,2,1,3,4
27,2,15,1,3,6
25,2,15,2,4,2
24,2,4,1,2,2
31,2,1,1,4,6
30,2,1,1,2,2
18,2,1,1,3,2
44,2,1,1,2,2
22,2,1,1,4,2
19,2,2,1,3,6
70,2,1,1,3,4
27,2,2,1,2,6
25,1,4,1,1,2
34,2,1,1,1,2
31,2,3,1,3,6
36,2,1,1,3,4
26,2,15,2,4,6
37,2,1,1,3,4
30,2,1,1,4,4
64,2,1,1,2,2
21,2,1,1,1,2
24,2,2,1,2,6
53,2,1,1,1,4
19,2,1,1,3,2
19,1,1,1,3,2
33,2,1,1,3,6
37,1,1,1,4,2
36,2,2,1,3,2
47,2,1,1,3,6
35,2,4,1,4,6
54,2,1,1,3,6
57,2,1,1,3,6
35,1,15,2,3,6
56,2,1,1,3,4
28,2,1,1,3,7
51,2,1,1,4,6
30,2,1,1,3,6
49,2,1,1,3,6
46,2,1,1,3,2
33,1,15,1,3,2
79,2,1,1,4,5
33,2,1,1,1,2
45,2,1,1,3,2
64,2,1,1,3,6
43,2,1,1,1,7
55,2,1,1,3,2
58,2,1,1,3,2
37,2,1,1,3,2
77,2,1,1,3,6
23,2,15,2,3,6
35,2,1,1,3,2
42,2,2,1,3,6
30,1,1,1,3,6
71,2,2,1,1,2
64,1,1,11,3,4
67,1,2,1,4,4
24,2,1,1,3,2
42,2,1,2,1,2
58,2,16,1,2,6
45,2,1,1,3,2
21,2,2,1,2,4
36,1,1,1,3,4
60,2,1,1,3,2
54,2,1,1,2,2
22,2,1,2,4,6
38,1,1,1,3,2
36,2,1,1,3,2
37,2,1,1,3,6
51,2,2,1,3,4
47,1,1,1,1,4
67,1,1,1,2,3
62,2,1,1,2,2
23,2,15,2,4,2
45,2,1,1,2,2
24,2,15,2,3,1
21,2,1,1,3,2
24,1,3,15,3,2
66,1,1,1,1,5
21,2,1,2,3,6
62,2,2,1,3,1
27,1,2,2,3,2
77,2,1,1,2,3
34,2,1,1,2,1
84,2,1,1,4,3
38,2,1,1,4,6
28,2,1,1,3,4
56,2,1,1,1,6
31,2,1,1,2,6
23,2,1,1,2,2
34,2,1,1,3,6
35,2,15,2,4,6
49,2,9,1,3,2
33,2,1,1,2,2
60,2,1,1,3,6
47,2,1,1,2,6
68,2,1,1,3,3
21,2,15,2,4,4
57,2,1,1,3,6
26,1,3,1,1,7
27,2,2,1,3,2
36,2,1,1,2,2
62,2,16,1,4,6
35,2,1,1,1,6
29,2,1,1,2,7
69,1,1,1,3,4
26,2,1,1,4,2
24,2,1,1,1,6
35,2,2,1,3,2
40,1,1,1,3,2
39,2,2,1,3,2
35,2,3,1,4,6
54,2,1,1,3,6
58,1,1,1,3,8
41,2,1,1,3,6
29,2,2,1,3,2
32,2,1,1,2,2
29,2,1,2,3,4
51,2,1,1,3,7
32,2,1,1,2,4
77,2,1,1,3,6
63,2,1,1,3,6
34,2,1,1,3,6
55,2,1,1,4,6
33,2,16,2,3,4
51,2,1,1,3,2
30,2,2,1,4,6
39,1,1,1,2,6
39,2,1,1,3,4
35,2,1,1,2,6
42,2,1,1,1,2
43,2,1,1,3,6
40,2,1,1,3,6
45,1,2,1,3,6
64,2,1,1,1,2
33,2,1,2,3,4
68,2,1,1,1,5
66,2,1,1,1,6
44,2,1,1,1,6
40,2,1,1,1,6
27,2,15,2,3,4
43,1,1,1,1,7
32,1,2,1,3,6
60,1,1,1,1,2
52,1,1,1,3,6
25,1,1,1,3,2
18,2,15,2,4,2
28,1,1,1,2,2
40,1,1,1,3,6
20,1,2,1,3,2
28,2,2,1,2,7
53,2,1,1,3,2
43,1,1,1,3,7
27,1,1,1,3,2
34,2,1,1,1,6
77,2,1,1,1,4
48,2,1,1,3,6
40,2,16,1,1,6
69,2,1,1,3,2
38,2,3,1,3,2
33,1,1,1,4,7
41,2,1,1,2,6
59,2,1,1,3,2
20,2,1,1,4,2
34,1,1,1,3,4
36,2,1,1,2,2
38,1,1,1,3,7
33,1,1,1,4,7
33,2,15,2,4,4
44,1,1,1,4,7
31,2,2,1,3,6
24,1,1,1,1,6
62,2,1,1,3,4
37,2,3,2,3,4
32,2,16,1,4,2
61,1,15,2,1,4
60,1,1,1,3,2
42,1,2,1,3,6
73,1,1,1,2,2
38,1,1,1,3,7
49,2,1,1,2,2
70,2,1,1,4,4
29,1,16,1,3,7
35,1,2,1,1,4
36,2,1,1,3,2
34,2,1,2,4,4
68,2,1,1,1,6
30,2,15,2,3,6
20,2,4,1,4,6
22,2,1,1,3,2
41,2,1,1,3,6
31,1,1,1,4,2
58,2,1,1,2,6
48,1,2,1,3,6
20,1,2,1,3,6
47,2,1,1,4,6
31,1,15,2,3,1
22,2,2,1,1,2
60,1,1,1,2,4
61,1,1,1,3,4
56,1,1,1,3,7
22,1,4,1,1,6
50,1,1,1,2,4
38,1,1,1,4,2
51,1,1,1,3,7
24,2,3,2,4,2
68,1,7,1,4,7
28,1,1,1,1,7
49,2,1,1,3,4
72,2,1,1,4,6
73,2,1,1,3,4
31,2,15,2,3,4
83,1,7,1,4,6
23,1,1,1,3,2
52,1,15,2,4,6
59,2,1,1,3,6
23,2,1,1,2,6
41,1,1,1,3,7
32,1,15,2,1,2
47,2,15,15,1,6
33,1,3,1,4,4
70,1,1,1,2,6
56,1,1,1,4,2
48,2,1,1,4,6
21,2,1,1,3,2
35,2,15,2,4,4
62,2,1,1,1,2
29,1,1,1,3,6
28,2,1,2,3,2
34,1,1,1,2,6
28,1,1,1,1,4
48,1,1,1,1,2
63,2,1,1,3,4
20,1,1,1,1,6
56,1,1,1,3,6
71,1,1,1,3,7
24,1,2,2,1,7
50,1,1,1,3,7
18,2,2,1,3,1
47,2,1,1,2,2
38,2,1,1,4,2
35,2,1,1,2,4
43,2,2,1,3,2
49,1,1,1,3,6
54,2,1,1,1,6
26,2,1,1,3,2
39,1,1,1,1,7
30,1,1,1,1,2
43,1,1,1,3,4
40,2,1,1,3,6
54,2,2,1,4,6
23,1,1,1,2,2
43,1,15,2,4,2
47,2,1,1,3,2
27,2,1,1,2,2
50,1,2,1,2,6
25,1,1,1,3,-3105
59,2,1,1,1,6
66,2,1,1,2,6
26,1,1,1,3,6
25,2,15,2,1,4
27,2,15,15,3,7
71,1,1,1,4,6
46,2,1,1,1,6
35,2,15,2,1,6
27,1,1,1,3,6
29,1,16,2,4,6
54,2,1,1,2,2
38,1,2,1,3,6
43,2,1,1,1,2
59,1,1,1,3,2
35,1,15,1,4,4
34,1,1,1,3,6
35,2,1,1,2,6
52,2,1,1,2,2
56,1,2,1,3,2
55,1,1,1,1,2
38,1,15,2,3,2
60,2,2,1,2,2
19,2,2,1,3,6
61,1,1,1,1,2
56,2,1,1,3,2
50,2,2,1,3,2
42,2,1,1,3,6
50,1,1,1,3,6
27,2,1,1,3,4
82,1,1,1,3,4
33,1,2,1,4,2
30,1,1,1,2,6
61,2,2,1,3,6
65,2,1,1,3,4
40,1,1,1,4,2
38,2,4,1,2,6
45,2,3,1,3,4
54,2,1,1,1,3
22,1,1,1,1,2
85,1,1,1,2,7
70,2,1,1,4,7
68,2,1,1,3,5
53,2,2,1,2,4
31,1,4,1,4,6
54,1,1,1,2,6
29,2,1,1,3,2
21,2,1,2,1,4
65,1,1,1,1,6
34,1,2,1,3,2
29,1,1,2,4,1
40,2,15,2,3,6
73,1,1,1,2,4
39,2,1,1,2,2
72,2,1,1,2,7
37,1,1,1,1,4
62,2,1,1,4,6
40,1,1,1,1,6
35,2,15,2,4,6
36,2,1,1,2,6
54,2,1,1,2,6
47,1,1,1,2,7
27,2,2,1,3,6
41,1,1,1,4,5
21,2,9,1,3,2
65,1,1,1,3,4
59,2,1,1,2,2
43,2,1,1,1,4
73,1,1,3,2,8
24,2,1,1,3,1
59,2,1,1,2,2
32,1,1,1,4,2
55,1,1,1,4,5
56,2,1,1,3,4
38,2,2,1,3,2
28,1,15,1,3,2
69,2,1,1,1,6
71,2,1,1,4,2
52,2,1,1,4,2
31,1,15,2,4,6
31,1,2,1,2,6
41,1,2,1,3,2
32,2,1,1,2,4
20,2,1,1,3,6
24,1,1,15,3,6
58,1,15,2,3,2
46,1,1,1,2,2
42,1,15,2,4,2
23,1,15,15,1,6
25,2,1,1,3,2
58,2,1,1,1,7
32,1,1,1,3,4
44,1,1,1,3,4
22,1,1,1,2,2
30,1,2,1,3,6
29,1,4,1,4,2
36,2,1,1,3,6
55,2,1,1,3,1
68,1,1,1,1,7
64,2,1,1,1,6
47,1,1,1,3,7
38,1,1,1,3,2
19,2,2,1,3,6
29,1,1,1,1,2
31,1,1,1,3,6
67,1,1,1,2,4
29,2,1,1,4,4
67,1,1,1,3,6
65,2,2,1,3,6
50,2,1,1,4,2
42,1,2,1,2,4
42,1,1,1,1,6
19,2,4,1,2,2
61,2,2,1,3,2
51,1,1,2,3,4
19,2,1,1,2,2
24,2,1,1,3,2
46,1,1,1,1,2
38,1,1,1,4,2
20,1,2,1,3,2
28,1,1,1,3,2
37,2,1,1,1,2
41,2,1,1,3,6
34,2,1,1,3,6
49,2,1,1,3,2
63,1,1,1,1,2
44,1,1,1,2,2
34,2,1,1,3,4
30,1,1,1,1,4
36,1,15,1,3,2
22,1,2,1,3,6
24,1,4,1,4,6
25,1,3,1,3,4
59,1,1,1,3,5
68,1,1,1,3,5
51,2,1,1,4,6
25,2,1,1,3,8
20,1,2,1,3,2
37,2,1,1,2,2
49,1,4,1,4,2
33,2,1,1,4,6
43,2,4,1,3,7
49,1,15,2,3,2
41,1,1,1,4,6
25,2,1,1,4,4
24,2,2,1,2,2
37,1,16,1,1,2
27,2,1,1,4,7
53,2,1,1,1,2
48,1,1,1,3,2
37,2,2,1,1,6
42,2,2,1,3,2
59,1,1,1,2,4
24,2,1,1,2,2
27,1,1,1,4,2
57,2,1,1,3,2
20,1,1,1,3,2
64,1,1,1,3,4
45,2,1,1,3,1
43,2,1,1,1,6
52,2,1,1,2,7
68,1,1,1,3,5
65,2,1,1,4,2
34,2,1,1,2,2
39,1,2,1,2,4
44,2,15,2,1,4
46,2,1,1,3,2
42,2,4,1,3,6
54,1,1,1,3,6
36,1,1,1,3,4
59,2,1,1,1,6
33,1,1,1,4,2
27,2,1,1,1,6
25,2,1,1,4,4
37,1,16,2,4,6
33,1,1,1,1,6
69,2,1,1,1,6
67,1,1,1,3,8
34,2,1,1,4,2
59,1,1,14,1,4
67,1,1,1,4,4
71,2,1,1,3,2
71,1,1,1,3,5
26,1,4,1,4,6
19,1,15,2,4,2
38,1,1,1,2,6
28,1,1,1,3,2
40,2,1,1,2,2
30,2,1,1,3,1
29,1,2,1,3,4
71,1,1,1,1,5
42,1,2,1,3,2
49,2,15,2,4,6
44,2,1,1,2,4
34,1,2,1,3,6
41,2,1,1,3,6
39,1,15,1,3,2
66,1,1,1,4,2
32,2,4,1,4,6
60,1,1,1,3,6
18,2,1,1,3,1
50,2,15,2,3,2
20,2,15,2,3,6
43,1,15,2,3,4
62,2,1,1,1,6
64,1,1,1,2,5
47,2,2,1,3,6
62,2,1,1,3,2
60,2,1,1,3,6
57,2,1,1,1,4
36,2,1,1,4,6
41,2,1,1,3,2
29,1,1,1,3,1
39,1,4,1,1,4
81,1,1,1,2,6
56,1,2,1,3,6
50,2,1,1,3,2
47,1,1,1,3,6
21,1,1,1,2,2
68,2,1,1,1,4
40,2,15,1,3,6
60,2,1,1,4,7
34,1,15,2,1,6
48,2,1,1,3,2
23,2,2,1,4,6
29,2,2,1,2,2
40,1,15,2,3,6
38,2,1,1,3,6
73,2,1,1,4,4
50,2,1,1,2,2
57,2,1,1,2,6
36,1,1,1,4,4
42,1,1,1,1,2
52,1,1,1,3,2
25,2,1,1,4,2
44,2,2,1,3,4
65,1,1,1,1,7
63,2,3,1,2,6
42,2,1,1,4,2
52,2,4,15,4,2
57,2,1,1,3,4
48,2,1,1,4,6
32,2,2,1,4,6
23,1,1,1,3,7
52,2,15,1,4,6
48,1,1,1,3,6
19,2,1,16,3,2
43,1,15,2,3,2
65,1,15,1,2,5
28,1,1,1,3,7
71,1,2,1,3,4
41,2,1,1,2,3
43,1,1,1,2,6
27,2,1,1,3,2
27,1,1,1,1,4
74,2,1,1,1,2
51,1,1,1,3,2
57,2,1,1,3,6
31,1,15,2,3,2
19,2,2,1,4,6
40,2,2,1,3,2
26,1,2,1,2,2
37,2,1,1,3,6
55,2,1,1,1,5
44,2,2,1,2,4
71,2,1,1,2,5
36,2,1,1,1,2
29,2,1,1,3,4
48,2,1,1,3,6
40,1,2,1,2,4
73,2,1,1,3,5
66,1,1,1,2,2
72,1,1,1,1,2
36,2,2,1,2,4
23,2,1,1,2,6
48,1,15,2,3,6
32,2,1,1,4,6
22,1,1,1,1,6
62,2,1,1,3,2
24,2,1,1,3,6
33,2,1,1,2,2
28,1,2,1,2,2
38,2,15,2,3,6
28,1,2,1,2,6
59,2,15,2,1,2
42,1,2,1,3,7
74,2,1,1,3,6
31,2,1,1,3,4
23,1,4,1,4,6
72,1,1,1,4,6
30,2,15,2,4,2
69,1,1,1,3,7
42,1,2,1,3,8
45,1,2,1,2,2
34,1,2,1,3,7
53,1,1,1,1,2
36,2,2,1,1,6
26,1,2,1,1,2
75,2,1,1,2,6
48,2,2,1,2,6
76,1,2,1,4,4
68,1,1,1,4,6
40,1,15,2,1,2
32,2,6,1,2,3
52,2,15,2,1,6
31,2,2,1,3,2
70,1,1,1,4,2
38,1,1,1,4,6
45,2,1,1,3,4
26,1,3,1,3,2
64,2,1,1,3,2
20,1,1,1,3,2
73,1,1,1,2,2
45,2,6,1,2,6
73,2,1,1,4,2
34,1,1,1,1,2
34,1,1,1,1,6
66,2,1,1,3,2
55,2,1,1,3,6
36,1,15,2,3,2
20,2,2,1,3,6
55,2,1,1,3,1
63,1,1,1,3,6
34,2,1,1,3,2
33,1,1,1,2,2
35,2,1,1,1,2
45,2,1,1,4,6
68,1,2,1,3,4
25,1,1,1,4,2
33,1,1,1,2,6
26,1,2,1,3,2
28,1,16,1,2,2
53,1,2,1,3,6
38,1,15,2,3,2
50,1,2,1,3,6
58,2,1,1,3,7
35,2,1,1,2,2
30,1,1,1,3,6
34,2,1,1,3,2
49,1,1,1,1,6
42,1,15,2,1,6
27,1,2,1,3,2
38,1,1,2,2,6
53,2,1,1,3,4
63,2,1,1,3,6
67,1,1,1,1,3
38,1,1,1,1,2
21,1,15,2,3,2
38,1,4,1,1,6
32,2,15,2,1,2
72,1,1,1,4,6
37,2,15,2,3,6
63,2,1,1,1,4
31,1,1,1,3,2
51,1,1,12,3,4
39,1,1,1,3,6
45,1,1,1,4,4
33,1,1,1,3,6
63,1,7,1,4,4
23,2,1,1,2,2
34,1,1,1,3,2
26,1,2,1,3,6
56,2,1,1,1,6
60,2,2,1,4,6
34,2,2,1,3,2
76,2,1,1,3,7
62,1,1,1,3,4
32,1,2,1,3,4
56,2,1,1,3,6
53,2,1,1,3,4
66,1,1,1,3,7
55,2,1,1,3,6
58,2,1,1,2,2
37,2,5,1,4,4
57,1,1,1,1,4
42,1,3,2,3,6
50,2,1,1,2,6
40,1,15,2,4,6
50,1,15,1,4,5
49,1,2,1,3,7
29,1,1,1,4,6
38,2,4,1,4,6
55,1,2,1,3,2
68,2,1,1,3,4
32,2,1,1,3,2
35,1,1,1,3,6
29,2,1,1,3,1
39,1,15,2,3,2
29,1,1,1,4,7
37,2,1,1,3,6
34,1,1,1,2,2
74,1,15,1,2,5
49,2,1,1,3,3
38,2,1,1,1,2
28,1,1,1,2,6
43,1,1,1,2,2
56,2,1,1,1,5
47,1,1,1,3,6
43,1,1,1,3,6
77,1,1,1,2,2
29,2,1,1,2,3
28,1,1,1,3,7
29,2,2,1,3,2
51,1,1,1,2,6
35,2,2,1,3,4
38,1,1,1,1,7
46,2,2,1,3,6
49,2,1,1,2,2
27,2,1,1,2,2
25,2,4,1,1,8
36,2,1,1,1,6
30,2,15,2,3,6
21,1,1,1,3,2
25,2,4,1,1,4
38,1,1,1,3,4
57,1,2,3,3,4
36,2,2,1,3,6
35,2,1,1,1,2
40,2,1,1,3,2
51,1,1,1,3,4
34,1,1,1,2,2
69,2,1,1,2,4
24,1,1,2,1,6
50,1,1,1,1,2
37,2,1,1,3,2
20,2,2,1,3,4
56,2,1,1,3,6
50,2,2,1,3,4
42,2,1,1,3,2
37,1,1,1,3,2
30,1,1,1,3,6
54,1,2,1,3,2
58,2,2,1,3,2
46,2,3,1,3,6
35,1,1,1,3,8
47,2,1,1,2,7
61,2,1,1,3,6
49,2,2,1,3,6
69,2,1,1,2,5
61,1,2,1,4,5
37,2,4,1,2,6
24,1,15,2,4,4
31,1,1,1,3,7
67,1,2,1,1,5
70,1,1,1,3,5
25,2,1,1,3,2
30,1,2,1,4,6
38,1,2,1,2,2
29,1,1,1,2,2
52,2,4,1,2,6
48,2,1,1,3,4
25,1,2,1,1,2
35,1,1,2,4,2
40,1,2,1,3,2
70,1,1,1,2,2
46,1,15,1,2,4
28,2,1,1,3,6
52,1,1,1,4,7
26,2,1,1,3,6
37,2,1,1,3,2
34,2,1,1,3,6
34,2,2,1,4,2
30,1,1,2,4,2
41,2,1,1,2,2
51,2,1,1,3,2
22,1,15,2,1,2
63,1,1,1,1,4
73,1,1,1,2,7
48,2,1,1,1,4
44,1,2,1,3,6
33,2,15,2,4,6
62,2,1,1,2,4
53,2,16,1,3,6
20,1,2,1,2,2
67,2,1,1,3,6
34,1,1,1,3,1
52,1,15,2,3,7
57,2,1,1,3,6
54,1,1,1,3,4
33,2,1,14,3,7
42,1,1,1,1,4
39,2,2,1,2,2
44,1,1,1,4,4
30,1,1,1,3,6
22,2,2,1,2,7
54,2,1,1,2,2
29,2,16,15,4,6
53,2,2,2,4,6
38,2,1,1,1,6
46,2,1,1,3,2
67,2,1,1,1,2
39,1,1,2,3,4
69,2,1,1,3,2
45,1,2,1,3,6
35,1,1,1,1,4
47,2,1,1,3,4
69,2,1,1,3,5
63,2,1,2,3,6
30,2,15,2,4,6
79,2,10,1,2,7
43,2,1,1,2,6
51,2,2,1,3,2
26,2,15,2,3,2
23,1,1,1,2,6
77,2,1,1,3,2
19,2,1,1,2,6
40,1,1,1,1,7
54,2,1,1,4,6
59,2,1,1,4,2
61,2,15,2,3,6
60,2,1,1,1,2
21,2,1,1,1,2
59,2,1,1,4,3
29,2,4,2,4,6
19,1,2,15,3,2
62,1,1,1,3,3
48,2,1,1,3,5
22,2,15,2,4,2
56,2,1,1,1,6
44,2,1,1,4,6
57,2,1,1,3,6
74,1,2,1,3,5
46,2,1,1,3,2
67,1,1,1,2,4
69,1,1,1,1,2
40,1,1,1,3,6
39,1,1,1,3,1
36,2,1,2,3,6
79,1,1,1,4,4
21,2,1,1,4,2
26,2,1,1,2,2
80,1,1,1,3,4
64,1,1,1,3,4
51,2,1,1,2,4
64,2,2,1,3,4
77,2,1,1,4,5
41,1,2,1,1,2
33,2,2,1,2,4
41,2,1,1,1,2
40,1,2,1,3,2
61,1,1,1,2,2
54,1,1,1,3,1
59,1,1,1,1,6
47,1,1,1,3,4
35,2,1,1,1,4
48,2,10,1,3,5
21,2,1,1,3,2
52,1,1,1,3,2
51,2,1,1,1,2
38,2,4,1,4,6
40,2,1,1,3,6
83,2,1,1,4,7
38,2,1,1,3,4
56,2,1,1,2,2
43,1,1,1,2,4
56,1,1,1,3,6
70,2,1,1,1,2
48,2,1,1,2,5
59,2,1,1,2,2
46,1,1,1,1,2
64,2,1,1,1,7
43,1,1,1,2,6
31,1,2,1,1,6
62,2,1,1,3,8
36,2,1,1,2,6
46,2,4,1,4,6
53,2,1,1,2,2
73,1,1,1,3,2
69,2,2,1,3,2
41,1,1,1,3,2
34,1,1,1,1,7
39,1,1,1,3,7
58,2,1,1,3,8
25,2,15,2,2,6
30,2,1,1,3,7
35,1,15,1,3,2
36,1,2,1,3,6
25,1,1,1,3,6
19,1,4,1,4,2
29,2,1,1,2,6
62,2,1,1,3,6
30,2,1,1,4,2
29,2,1,1,4,2
71,2,1,1,4,4
68,2,2,1,3,5
49,2,1,1,2,2
24,1,1,1,1,2
59,2,1,1,4,2
21,2,1,1,2,4
76,1,1,1,2,6
70,2,1,1,3,4
71,1,1,1,4,4
50,2,1,1,2,4
71,2,1,1,3,6
62,2,2,1,4,4
53,2,1,1,2,6
31,1,2,1,3,6
63,1,1,1,3,7
67,2,1,1,1,4
33,1,1,1,3,7
31,1,16,1,1,4
33,1,1,1,4,6
69,2,1,1,3,2
35,2,1,1,4,6
40,1,15,2,1,1
51,1,1,1,1,6
65,1,1,1,4,6
41,1,1,1,3,2
73,1,1,1,1,2
60,2,1,1,3,6
44,2,1,1,3,6
23,2,1,1,4,2
48,2,1,1,1,2
27,2,1,2,1,2
54,2,2,1,4,6
68,1,1,1,4,5
59,2,1,2,4,6
28,1,1,1,3,6
45,2,1,1,2,4
56,2,1,1,2,6
46,1,1,1,3,6
37,1,1,1,2,4
19,2,15,2,4,2
73,1,1,1,3,4
30,2,1,1,3,2
65,1,1,1,2,5
33,1,1,1,3,2
81,2,1,1,2,5
42,1,1,1,1,4
47,2,1,1,2,2
63,1,1,1,2,2
53,2,2,1,3,7
